step,time_fs,atom_idx,atom_type,atom_energy,total_energy
50,50.0,3,C,0.180035978555679,-2.31854248046875
50,50.0,4,C,0.72253680229187,-2.31854248046875
50,50.0,5,H,0.576364636421204,-2.31854248046875
50,50.0,6,H,2.69898366928101,-2.31854248046875
50,50.0,7,H,-1.2863609790802,-2.31854248046875
50,50.0,8,H,-1.41509389877319,-2.31854248046875
50,50.0,9,H,1.23085141181946,-2.31854248046875
50,50.0,10,H,-0.410201549530029,-2.31854248046875
50,50.0,11,H,-0.404553085565567,-2.31854248046875
50,50.0,12,H,-1.84602379798889,-2.31854248046875
50,50.0,13,H,1.98875141143799,-2.31854248046875
50,50.0,14,H,-1.07907521724701,-2.31854248046875
55,55.0,0,C,1.13329112529755,4.24725961685181
55,55.0,1,C,-2.10906291007996,4.24725961685181
55,55.0,2,C,-0.251310467720032,4.24725961685181
55,55.0,3,C,0.811326920986176,4.24725961685181
55,55.0,4,C,-0.0106066316366196,4.24725961685181
55,55.0,5,H,-0.113083355128765,4.24725961685181
55,55.0,6,H,2.91922974586487,4.24725961685181
55,55.0,7,H,-1.19244170188904,4.24725961685181
55,55.0,8,H,0.409053951501846,4.24725961685181
55,55.0,9,H,0.932610154151917,4.24725961685181
55,55.0,10,H,-0.370621562004089,4.24725961685181
55,55.0,11,H,-0.211068049073219,4.24725961685181
55,55.0,12,H,-2.95788860321045,4.24725961685181
55,55.0,13,H,1.57895219326019,4.24725961685181
55,55.0,14,H,-1.27363979816437,4.24725961685181
60,60.0,0,C,-0.0715267807245255,-6.52971363067627
60,60.0,1,C,-1.46216511726379,-6.52971363067627
60,60.0,2,C,0.532132565975189,-6.52971363067627
60,60.0,3,C,-0.0969227328896523,-6.52971363067627
60,60.0,4,C,0.353003263473511,-6.52971363067627
60,60.0,5,H,0.406004637479782,-6.52971363067627
60,60.0,6,H,1.11785566806793,-6.52971363067627
60,60.0,7,H,-0.772416889667511,-6.52971363067627
60,60.0,8,H,-1.25606298446655,-6.52971363067627
60,60.0,9,H,1.02177929878235,-6.52971363067627
